name,compilation,execution,output,correctness,size,runtime,memory
Sub-Ex,true,true,true,false,121.5363,790.7683,1746.2869
Y-find,false,false,true,true,1143.3755,610.9422,1690.8736
Viva,false,true,false,true,567.9599,1835.4451,1859.4217
Cardguard,false,true,true,false,927.6798,1843.3556,1035.6058
Transcof,true,false,true,false,1163.7846,1146.9592,330.7531
Fintone,true,true,true,false,509.9133,1508.0488,1849.1915
Lotlux,true,true,false,true,325.6066,770.5683,1237.6381
Redhold,true,false,false,false,1817.9716,1316.6314,1650.4501
Viva,false,false,false,false,1351.7799,756.3802,1604.9286
Ronstring,false,true,true,true,335.2576,54.5409,95.3435
Tres-Zap,false,false,true,false,1875.033,1861.9997,1705.7452
Rank,false,false,false,false,1961.6679,1759.4211,1896.1628
Bigtax,false,true,true,true,301.588,1179.0018,6.8879
Job,false,false,false,false,1983.5928,884.9895,1383.7665
Biodex,true,false,true,false,379.2371,697.651,177.8601
It,false,false,false,false,957.1729,1002.1554,1568.784
Bitwolf,false,false,false,false,328.862,614.8478,1234.2918
Ventosanzap,false,true,true,true,1896.2054,1886.2151,1972.8455
Cardguard,true,false,true,true,1078.5328,983.5988,464.2417
Lotstring,true,false,false,true,568.2722,1312.2876,265.0036
Wrapsafe,true,true,true,true,398.3844,327.3949,1284.6292
Konklab,true,true,true,false,818.394,376.3805,1536.5984
Kanlam,false,false,true,false,184.3737,1834.7584,831.5766
Voyatouch,true,true,false,true,627.9527,1673.4941,1503.089
Andalax,false,false,true,true,1996.8763,970.597,746.4138
Voyatouch,false,false,false,true,1504.4257,1755.4942,689.1762
Konklux,false,true,true,false,1795.5121,14.8441,951.5259
Alpha,false,false,false,true,399.226,449.789,1843.4862
Zaam-Dox,false,true,true,true,694.8677,1122.1315,133.4495
Latlux,false,true,false,false,1192.4138,1318.1874,1218.2706
Lotlux,false,false,true,true,1424.5914,343.0232,1104.321
Konklux,false,false,false,false,431.3222,940.7289,30.4173
Otcom,false,true,false,false,523.0392,1440.44,1911.2869
Wrapsafe,false,false,true,false,1535.4646,464.9627,490.6809
Tempsoft,true,true,false,true,1649.0047,1652.9033,1586.0949
Subin,false,true,true,true,614.5784,1935.4075,318.7341
Tres-Zap,true,false,true,false,484.1438,57.1622,515.9721
Flowdesk,true,false,false,false,1517.9672,1796.5534,61.7794
Y-Solowarm,false,false,true,false,1023.4156,353.925,532.2058
Span,false,true,true,false,588.0038,1355.4154,1058.9599
Hatity,false,false,false,false,497.5002,469.0002,1392.7588
Ronstring,true,false,false,false,992.3115,863.7668,94.2827
It,true,false,false,true,410.7324,975.8237,1222.5499
Ronstring,true,false,true,false,249.279,1995.0241,534.8653
Regrant,true,false,false,false,1699.3023,893.4713,1012.7214
Trippledex,true,false,true,false,900.2892,614.4904,585.3335
Bigtax,false,true,true,false,1127.5472,1414.9813,1830.4641
Zaam-Dox,true,false,false,false,376.7284,1984.4852,948.129
Fintone,false,true,false,false,1729.3481,1125.0019,751.1109
Sub-Ex,false,true,false,false,538.6895,983.0096,568.3317
Vagram,false,false,true,false,911.2073,1798.0163,787.2292
Rank,true,true,true,false,304.0203,634.5901,1804.5385
Toughjoyfax,false,true,false,false,1849.2507,565.4653,624.6825
Y-find,true,false,false,true,41.516,1604.9507,352.3621
Trippledex,false,true,true,true,572.9445,1834.5836,1259.2069
Lotlux,true,true,true,false,929.099,1644.5094,646.8427
Namfix,false,false,true,false,809.2431,1191.528,1293.0784
Lotstring,true,true,false,true,943.771,1459.9921,1133.0625
Konklux,true,false,false,false,709.6835,1128.2998,498.9469
Cardguard,false,false,true,true,242.7072,439.2798,1947.7221
Stringtough,true,true,false,true,1643.6775,429.5908,420.7922
Quo Lux,false,false,false,false,1020.3059,1038.8249,1204.8731
Domainer,false,true,true,true,112.0875,1021.682,384.0885
Lotlux,false,true,true,false,125.0759,677.3391,563.2347
Cookley,false,true,true,false,1892.0429,1195.4404,810.6137
Voltsillam,true,false,true,false,1867.0613,1919.6852,685.4735
Stronghold,true,true,false,false,492.1095,113.2044,176.113
Latlux,true,true,false,false,890.234,1187.8652,1547.9091
Subin,false,false,true,false,1766.1833,1859.5043,70.4458
Transcof,false,true,true,true,1096.1537,1452.2348,475.3514
Voyatouch,true,true,false,false,695.3799,496.3359,192.5321
Domainer,true,false,true,false,1267.7067,1744.4636,675.0371
Namfix,false,false,true,true,1207.0451,1783.5041,1016.1572
Ronstring,false,false,true,true,931.1559,1736.3085,138.1384
Ronstring,false,true,false,false,946.2191,1835.6976,485.3372
Trippledex,false,false,true,false,1468.2182,262.5343,1823.9612
Fintone,false,false,true,false,454.2602,1437.2571,1503.8327
Viva,false,false,true,true,1582.3571,1922.8747,947.7931
Sonair,true,false,false,false,1125.8501,289.2458,1374.4401
Prodder,true,true,true,false,844.1965,183.4497,745.0883
Tresom,true,true,true,false,100.4143,820.2598,965.2339
Biodex,false,true,false,false,994.2478,51.0298,146.2492
Bytecard,true,true,false,true,1720.8724,81.8752,815.8679
Konklux,true,true,false,false,867.4223,1094.0879,152.1944
Lotlux,false,false,true,false,1840.3722,1745.475,1757.0395
Zamit,true,true,true,false,303.9682,1859.0599,1166.3627
Zaam-Dox,true,true,false,false,1340.1161,1201.1826,709.7547
Toughjoyfax,true,true,true,false,177.5069,867.1776,1121.0468
Pannier,false,false,false,false,1739.1998,1073.6005,474.2116
Bytecard,false,false,false,true,1698.3074,1786.7983,1697.8784
Bytecard,false,true,false,true,608.4818,1490.4681,1853.2209
Latlux,false,true,false,true,293.0451,1925.6593,1340.0352
Flexidy,true,false,false,false,1137.0515,150.952,636.6531
Voltsillam,false,true,true,false,1196.8995,1735.2109,1470.9205
Cardify,false,false,true,true,527.8159,94.6956,301.1858
Aerified,false,false,true,false,1092.3557,1868.8507,1853.5041
Wrapsafe,true,false,true,true,636.9019,1911.2645,1121.3175
Vagram,false,false,false,false,290.6236,131.8756,135.5
Overhold,true,false,false,false,1719.4458,1329.7484,1501.034
Konklux,false,true,false,false,1678.4843,811.1944,674.3591
Voltsillam,true,false,true,true,821.5963,386.6952,1171.9148
Hatity,true,true,true,false,1452.2753,349.6827,686.4847
Wrapsafe,false,true,false,false,596.1625,1520.5499,91.1186
Fintone,true,false,true,true,641.4809,913.283,1381.1372
Job,true,false,true,false,1994.7592,38.7747,271.7527
Namfix,true,false,false,false,143.3755,1317.6868,1296.3854
Bitwolf,false,true,true,true,832.7041,1643.1461,666.9228
Daltfresh,true,false,true,false,1440.9074,1781.4523,689.0445
Duobam,false,true,true,true,129.0817,1117.3629,816.6076
Lotstring,true,true,false,true,546.8557,150.6647,1932.3544
Redhold,false,true,false,true,1563.264,1676.5979,949.4745
Bitwolf,true,false,false,true,1633.609,1992.5797,1232.7731
Bytecard,false,false,false,true,1459.0396,1301.5027,266.1722
Job,true,false,false,true,1545.2449,1671.9757,1882.4193
Mat Lam Tam,true,true,true,false,1396.4801,146.9495,1373.9459
Hatity,false,false,true,false,1963.7993,934.7123,1249.8148
Cardguard,false,true,true,true,1400.3657,1991.6884,1626.2861
Daltfresh,false,true,true,false,1291.8413,1544.6993,1975.0167
Treeflex,false,false,true,true,1276.9344,1737.2589,739.1381
Subin,true,true,true,true,189.7867,1324.6704,264.3825
Tempsoft,true,true,false,true,953.0209,979.8925,1301.4887
Bytecard,false,false,false,true,529.3725,1448.4744,653.2874
Bitchip,true,false,false,false,798.7636,1527.951,1708.1361
Job,false,false,false,false,232.9092,1522.9868,1573.0647
Redhold,false,true,false,false,24.932,709.7358,595.052
Aerified,true,true,false,false,701.7311,34.2072,1272.4165
Duobam,true,false,true,true,842.8079,1389.4783,740.2882
Fintone,false,true,false,true,485.1189,642.8285,929.627
Temp,false,true,false,false,300.6072,359.7404,482.0433
Sub-Ex,true,true,true,true,304.5089,1676.7489,718.7965
Zoolab,true,false,false,false,1284.7974,1727.0631,480.6412
Cardify,true,false,true,true,1455.7729,926.5574,1774.607
Zathin,true,true,false,true,1386.9587,1378.6616,449.2357
Bitchip,true,false,false,true,1591.1658,1956.7795,1991.789
Gembucket,true,false,false,true,1180.4617,1617.4235,1687.3661
Konklab,false,false,false,false,45.4801,531.0331,1745.5846
Bytecard,false,true,true,false,451.7736,406.1603,491.7228
Stronghold,false,false,true,false,1805.7608,1024.8097,432.4192
Bamity,true,false,false,true,35.8514,770.6568,1194.0387
Lotlux,true,true,false,false,433.4602,729.514,201.7465
Cardify,false,false,true,false,232.1652,305.4135,209.8937
Treeflex,false,true,false,true,1689.7403,528.3782,1022.4249
Bigtax,true,false,true,true,1971.5957,612.1695,170.8708
Namfix,false,false,true,false,1047.8809,465.877,1174.4275
Ronstring,false,true,true,true,1247.1013,492.8141,1271.1363
Span,false,true,false,true,1210.0829,1141.7177,1171.2741
Konklab,false,true,true,false,1622.9414,744.6187,1450.3373
Lotstring,false,true,false,true,1616.2832,1186.6383,113.3228
Bigtax,true,false,false,true,563.7917,158.3997,62.6516
Wrapsafe,false,false,true,true,338.158,52.8821,270.2846
Ventosanzap,true,true,false,false,449.67,576.5471,251.0244
Biodex,false,false,false,false,125.1636,1027.564,1310.9046
Tempsoft,false,false,true,false,1925.4726,1145.1441,339.0862
Bitchip,false,true,true,false,687.2904,1231.1247,1764.1686
Opela,true,false,true,true,660.7862,350.1064,133.7083
Rank,true,false,false,false,398.7608,1293.9921,1449.5173
Voyatouch,false,true,true,true,229.6304,168.1699,1377.1876
Zathin,false,true,true,false,992.9338,92.3773,969.611
Home Ing,true,false,true,true,1840.3458,1790.9255,17.832
Bytecard,false,false,false,true,1511.7245,378.0846,1710.4545
Cardguard,true,false,true,false,47.7608,96.1109,430.7714
Sonsing,false,false,true,true,595.4411,967.4157,1527.0163
Zontrax,true,true,true,true,1591.4153,1652.56,1625.2249
Span,false,true,true,false,1120.4776,1226.3292,1511.8872
Veribet,false,false,true,false,1351.2517,766.3448,167.8152
Fix San,false,true,true,true,220.0661,1274.3134,232.7087
Flexidy,false,false,true,true,635.8043,727.3766,1996.5149
Namfix,false,false,true,false,412.4142,838.9069,1960.9915
Trippledex,true,false,true,false,1749.5397,48.2309,1818.9465
Tempsoft,false,true,true,false,272.0074,1292.4352,949.9598
Domainer,true,true,false,true,1764.233,1386.0796,966.3337
Trippledex,true,true,true,true,1724.403,1224.8601,1136.0884
Viva,false,true,false,true,1865.4546,547.9716,1463.5891
Kanlam,false,false,true,false,1627.2366,785.6337,1165.0106
Stim,false,true,false,true,583.5972,1431.4876,1521.3273
Toughjoyfax,true,false,true,false,1293.2874,226.2705,865.0312
Gembucket,true,false,false,false,1363.2614,76.3773,889.631
Andalax,true,true,true,true,493.7162,492.8018,860.1939
Treeflex,false,false,true,false,848.6691,47.3124,1582.7925
Sub-Ex,true,false,false,false,144.0243,661.4952,125.5673
Flowdesk,true,false,false,false,1890.3608,747.6288,324.0602
Transcof,true,false,false,true,1417.3702,1519.105,1078.6367
Zathin,false,true,false,true,1709.0266,1046.0767,1825.9082
Opela,false,true,true,true,684.1706,787.0214,1803.0601
Cardify,true,true,true,true,1378.7096,1831.4171,574.2724
Keylex,false,true,false,false,1211.2659,1710.9816,292.6735
Transcof,true,true,false,true,1960.3093,113.8788,1607.3488
Greenlam,false,true,false,false,309.058,434.35,1793.4676
Zathin,false,true,false,false,60.253,1985.1022,931.1928
Voltsillam,true,false,true,false,776.7599,927.0583,922.5029
Bitwolf,false,true,false,false,215.7726,468.2605,1823.4115
Latlux,true,true,true,true,535.8866,918.5037,443.8
Hatity,true,false,true,false,596.7045,1294.1655,267.8586
Temp,true,true,true,true,622.2496,89.2029,1666.2105
Lotlux,false,true,true,true,1489.4751,1276.7084,1270.0017
Sonsing,true,false,false,true,468.4528,238.7183,46.2758
Transcof,true,true,false,true,1662.2353,494.515,488.5713
Span,true,true,false,false,1137.1264,879.512,983.6806
Konklux,false,false,true,false,112.4831,1708.7688,1715.7416
Latlux,true,false,false,true,1832.0689,1438.0507,566.206
Rank,false,true,false,true,7.7347,285.7685,1021.2252
Rank,true,false,false,true,1186.4397,1618.5243,1812.6106
Tres-Zap,false,true,false,false,962.2297,1140.8128,1061.8564
Domainer,false,false,false,true,157.0917,37.4406,863.3516
Zaam-Dox,true,true,false,false,229.0902,1008.1646,846.588
Overhold,true,true,false,true,1778.6346,306.049,1382.399
Job,false,false,true,false,1156.5597,1068.5381,1838.9799
Namfix,false,true,false,true,1325.7335,1753.3098,1832.4344
Subin,true,true,true,true,1648.636,335.84,821.6229
Flexidy,true,true,false,false,1913.5574,1956.262,1778.4707
Matsoft,false,false,true,true,408.2902,1617.6747,1143.5863
Bigtax,false,false,false,false,1487.5657,1305.5952,265.2046
Tempsoft,false,true,false,false,908.0685,1673.3816,1720.0584
Keylex,false,false,false,false,1750.9538,849.3787,93.922
Hatity,false,false,true,true,105.6111,216.1509,546.6852
Overhold,false,false,true,true,328.2551,1335.9243,502.1984
Alpha,false,true,false,true,1747.061,1537.7476,1491.9945
Solarbreeze,true,true,true,false,1805.9423,99.69,458.8123
Holdlamis,true,false,true,true,1216.9965,1324.764,6.4071
Lotlux,true,false,true,false,672.4373,794.8578,1419.0918
Zoolab,true,false,true,false,569.9334,898.8869,34.222
Tampflex,true,false,true,true,1002.3974,797.6187,434.5616
Wrapsafe,false,true,false,false,902.75,1311.354,957.9662
Prodder,true,false,true,true,351.481,963.091,1585.6979
Stim,true,false,false,false,1788.6256,333.5242,373.3677
Sonsing,false,true,false,true,301.2739,1081.4449,1149.7064
Prodder,false,true,true,true,91.0842,860.5223,1837.6071
Y-find,true,true,false,false,689.4108,1512.2907,1163.1173
Voyatouch,true,false,true,true,945.4712,771.5733,1281.7073
Namfix,false,true,false,true,594.0451,1402.7829,630.3665
Domainer,false,true,true,true,545.8147,1421.9062,1586.4942
Tres-Zap,true,false,false,true,592.3239,160.1843,656.2393
Wrapsafe,false,true,false,false,1125.0256,737.8563,1148.1362
Tresom,true,false,true,true,198.1274,606.155,1932.1575
Trippledex,false,false,true,true,319.7938,510.1058,62.4462
Andalax,true,true,false,true,1871.5688,1481.2319,734.6498
Aerified,false,false,true,false,1521.4584,1010.7689,1378.11
Otcom,true,false,true,false,1356.3824,398.7623,1628.2915
Flowdesk,false,false,true,false,1275.2841,1716.7895,705.3615
Zoolab,true,true,true,false,1822.5788,1561.1168,1520.6989
Zontrax,true,false,false,true,872.6227,234.705,1292.7551
Trippledex,true,false,true,true,1406.7087,518.6649,1274.5418
Latlux,false,false,true,true,1577.1429,1476.3468,693.5313
Tampflex,false,true,false,false,1543.3205,1459.6256,1928.1955
Fixflex,true,true,false,true,974.2837,1637.6548,599.3548
Zontrax,true,true,true,true,1425.9691,747.8035,807.2073
Alpha,false,false,false,true,1997.3165,1027.9738,1353.9468
Job,false,false,true,false,1426.8394,1080.8578,1980.8022
Treeflex,true,false,false,false,475.9337,22.9879,160.9626
Y-find,true,true,false,true,1969.5388,1034.5991,1409.1048
Treeflex,false,true,true,true,839.2501,1315.7429,119.2969
Subin,true,false,true,false,832.5415,1271.589,1079.0527
Tin,true,false,false,true,1896.1699,822.6416,579.4507
Transcof,true,true,true,true,1718.0103,739.0553,1110.9595
Sub-Ex,false,true,false,false,563.1993,32.2901,1294.1823
Duobam,true,false,false,false,679.1123,1050.5961,1822.0118
Y-find,true,true,false,true,1994.6674,642.5789,846.278
Biodex,false,false,true,false,1637.6103,1279.7345,1381.3367
Biodex,true,false,true,true,1011.0066,309.7163,24.3933
Transcof,false,true,true,true,356.9801,1951.8519,971.0342
Solarbreeze,true,true,false,true,1177.9388,1326.3535,484.5803
Transcof,false,false,false,false,341.2632,358.0278,1462.9408
Bigtax,true,false,false,false,1860.8492,1988.8361,557.2263
Trippledex,false,false,false,true,1351.6443,799.947,1020.205
Quo Lux,false,true,false,true,605.9966,1289.3178,1438.0138
Flexidy,true,false,true,true,791.7201,1905.5145,1722.4762
Veribet,false,false,true,true,1701.1257,1864.0295,1738.6775
Subin,false,false,true,false,775.9067,1303.7896,1927.0057
Daltfresh,false,true,false,true,1454.1054,1947.3206,1270.9968
Overhold,true,true,true,true,790.439,26.1737,1433.1888
Y-Solowarm,true,false,true,false,1021.0267,1965.3842,992.3505
Lotlux,true,true,false,true,151.6154,745.6886,640.1672
Voltsillam,false,true,false,true,1514.6316,1535.757,465.587
Bytecard,true,true,true,true,908.1723,1703.9693,1933.1427
Sub-Ex,false,false,true,true,1355.6042,557.516,1528.0537
Rank,true,true,false,true,853.5051,1653.4406,1100.7882
Aerified,true,true,true,true,783.1333,1030.0391,719.4648
Otcom,true,false,false,true,1355.5879,238.996,230.9208
Biodex,false,false,false,true,706.3285,520.552,1796.649
Greenlam,false,true,false,false,763.4954,259.8123,426.6248
Bamity,false,false,true,true,1937.4014,1276.5553,275.0503
Zamit,true,true,true,true,1642.2014,1975.6287,994.2854
Y-Solowarm,false,false,false,false,218.9014,641.4972,512.1165
Konklux,false,false,true,false,903.875,1581.7419,132.4653
Bitchip,false,false,false,false,1008.9404,1060.4907,771.3116
Konklux,false,false,false,false,963.1697,234.8211,1557.5549
Opela,true,true,false,true,722.3001,1211.8542,701.7105
Sonair,true,false,true,false,1900.7108,1759.5755,1474.3175
Fixflex,true,true,false,false,1157.8711,486.2736,1508.6627
Regrant,true,false,false,false,1966.5743,266.7531,694.7997
Zoolab,false,false,false,false,268.1748,794.4278,959.0172
Fixflex,false,true,false,false,744.1838,68.8733,1715.8007
Asoka,false,false,false,false,1102.2985,1331.3931,94.0117
Asoka,false,true,true,false,1617.2291,1705.7126,1789.5848
Toughjoyfax,true,true,true,false,436.1456,521.0646,1835.7837
Fix San,true,true,false,false,1920.2804,1138.5682,1315.9937
Alpha,false,false,true,true,1117.6722,1132.822,1149.1951
Domainer,false,false,true,false,1245.5418,800.8338,440.1819
Ventosanzap,true,false,true,false,921.9617,221.0066,1517.7678
Duobam,true,false,false,false,411.9727,1999.4977,397.2405
Span,false,true,false,false,391.0972,1579.8878,669.9832
Aerified,true,false,true,true,1853.849,1331.6579,1373.6711
Fintone,true,true,true,true,139.5353,462.2597,700.5767
Stim,false,true,false,false,1880.4324,1439.2865,123.0116
Home Ing,false,false,true,true,816.4729,282.7318,360.0698
Sonsing,false,true,false,true,42.4748,794.5477,1036.2832
Redhold,true,true,true,false,1915.673,1264.3437,1878.6125
Biodex,false,false,true,false,1227.653,484.0429,1403.7104
Duobam,false,true,false,false,124.2056,1051.801,1526.6528
Toughjoyfax,true,false,false,true,174.7028,1398.2642,757.78
Stim,true,false,false,true,1744.1349,1165.6051,547.3923
Ronstring,true,true,false,false,1435.6246,968.3035,703.5665
Mat Lam Tam,true,true,true,false,1476.2709,1761.0933,1764.3812
Holdlamis,false,true,true,true,445.7945,970.4709,1332.4097
Namfix,true,true,true,true,714.142,917.6219,506.104
Cardguard,true,false,false,true,1923.1486,1209.8599,467.2233
Zaam-Dox,true,false,true,true,667.4146,1710.7015,1775.8545
Home Ing,true,false,false,true,1420.1168,741.1476,1744.9883
Sub-Ex,true,true,false,true,946.843,1587.173,427.7838
Matsoft,false,true,true,false,1431.5969,534.8054,753.1194
Span,false,true,true,false,1441.1602,204.0914,1345.9081
Lotstring,true,false,true,true,1870.2039,1840.1043,1134.2751
Tin,false,false,false,false,1540.5015,417.3165,609.0273
Fix San,false,true,false,true,1796.84,818.3034,1546.3204
Flexidy,true,true,false,false,685.0185,1967.7556,258.5285
Matsoft,true,true,true,false,1821.0485,1938.8208,566.8451
Lotstring,true,false,true,false,487.5024,751.1663,1167.8764
Fintone,false,false,true,true,1696.8148,516.7334,183.7266
Flowdesk,true,true,true,true,722.1671,564.7956,1139.2978
It,false,true,true,false,729.0568,1000.5262,525.2467
Keylex,false,false,true,false,329.9729,364.3972,957.4452
Biodex,false,true,false,true,329.4081,341.6146,1250.7966
Tres-Zap,true,false,false,false,511.5859,798.0158,1585.5225
Regrant,false,true,true,true,551.8257,602.3348,1524.311
Biodex,true,false,false,false,590.3854,1472.0247,1397.5067
Fintone,true,false,true,false,1949.7516,553.4766,294.0275
Domainer,false,false,true,true,901.0157,1040.4845,695.3955
Veribet,false,false,true,false,1497.8128,579.6383,1860.1552
Konklux,true,true,true,true,1695.1352,1447.172,662.3786
Viva,true,true,true,false,1994.0273,60.8116,1655.7366
Zoolab,true,true,false,false,1486.3041,869.9314,53.3245
Biodex,false,true,true,true,1523.4764,783.9828,661.7739
Zontrax,false,false,false,true,1161.2183,1081.8064,1955.9995
Tin,true,false,true,true,1761.2746,1909.3254,1030.9201
Otcom,false,false,false,false,1480.4021,1133.7681,1856.6944
Solarbreeze,false,true,true,false,1051.0162,704.5443,1213.9975
Gembucket,false,false,false,true,1503.1909,1768.4375,164.202
Lotlux,false,false,true,true,469.5864,1908.7138,1685.6068
Viva,true,false,true,false,108.7872,1269.1364,1905.6826
Solarbreeze,true,false,true,true,989.3483,109.5076,159.8432
Tres-Zap,false,false,true,true,1056.6894,1726.2832,1091.0775
Toughjoyfax,true,false,true,false,1559.5273,159.7839,569.2083
Holdlamis,false,true,true,true,1560.767,1753.6174,720.8641
Redhold,false,false,true,false,390.8855,1685.9246,1338.4078
Tres-Zap,true,true,false,true,1818.7322,137.7141,1592.2167
Span,true,false,true,true,371.3072,715.5943,1111.6533
Flexidy,true,false,true,true,395.0148,251.3382,1486.1979
Wrapsafe,true,false,true,false,1624.8544,854.0542,1471.195
Stim,false,true,false,false,237.9664,1801.42,1522.0369
Voltsillam,false,false,false,false,1146.9266,1323.3526,831.2435
Bamity,false,true,false,false,1791.9096,1881.278,1582.4676
Tres-Zap,true,true,false,false,72.7775,793.2253,744.31
Otcom,true,false,true,true,119.6012,449.925,585.6793
Regrant,true,true,true,false,282.0085,1607.3917,1322.5942
Fixflex,false,false,true,true,1068.4709,1049.9828,868.5008
Hatity,true,true,true,false,1396.4549,1716.1373,322.1192
Y-find,true,false,false,true,1296.7093,1821.7731,815.3132
Zontrax,false,false,true,false,598.9602,1480.7399,1345.8039
Konklab,true,true,false,true,1009.6426,1822.3121,1422.5634
Bytecard,true,true,false,true,629.5082,1115.7564,1266.927
Fix San,false,true,true,true,1238.3938,1817.1459,1674.0603
Stringtough,true,true,false,false,1575.1025,967.62,1993.1788
Wrapsafe,true,false,true,true,1573.1601,520.7821,1520.6161
Tampflex,false,false,false,false,3.2086,1029.4732,1168.112
Asoka,true,true,true,false,450.908,872.5027,979.3076
Lotstring,true,true,true,false,529.6382,1789.7485,972.5198
Sub-Ex,false,false,false,true,1678.2062,1136.274,883.7135
Veribet,false,false,false,false,1101.4567,1792.0992,1646.3573
Hatity,true,true,false,true,721.0314,440.1976,1927.94
Gembucket,false,true,false,true,382.5177,621.5265,1573.7981
Y-Solowarm,false,false,false,false,1453.2515,1704.7103,1858.2558
Opela,false,true,true,false,1201.0801,867.8762,1551.6104
Y-Solowarm,true,true,true,false,1477.1501,868.2553,1608.1366
Transcof,false,true,true,false,66.8248,59.8916,710.9424
Tres-Zap,false,false,true,true,84.4706,901.1256,215.715
Sub-Ex,true,true,true,false,1413.4933,773.5608,899.4161
Andalax,false,true,false,true,1474.9076,1284.5461,1996.253
Andalax,true,false,true,false,1336.8693,54.8124,276.0312
Zathin,true,false,false,false,1568.527,260.9663,1794.1604
Matsoft,false,true,true,false,883.5134,1033.2083,898.8049
Cardguard,false,false,true,true,669.9586,1413.3948,1367.0844
Cardify,true,false,true,false,1769.4854,335.4435,135.7431
Konklab,false,true,true,true,1517.3205,886.4201,51.3376
Sub-Ex,true,false,true,false,832.49,723.6825,769.098
Span,false,true,false,false,1009.858,1029.7709,1391.3004
Mat Lam Tam,false,true,true,true,452.7239,184.3215,596.7459
Domainer,true,false,true,true,1821.9599,783.1445,1329.2157
Vagram,false,true,true,false,489.839,664.8127,1584.8019
Andalax,true,false,true,false,1424.5744,1107.414,1900.9615
Zathin,true,false,false,false,166.251,802.5993,1750.3477
Namfix,false,true,false,false,654.6271,1162.671,1806.0244
Asoka,false,true,false,false,842.6654,353.1752,588.6948
Prodder,false,false,true,false,1120.3535,579.6143,1643.7551
Sonair,true,true,true,false,1329.606,566.1028,1456.0853
Konklux,false,false,true,false,1692.9288,836.6218,1802.7121
Fix San,true,true,false,true,818.8303,1068.5583,1660.2314
Stronghold,false,false,false,false,1006.4431,1392.4286,1025.2523
Asoka,false,true,false,true,288.0278,1417.7337,638.7296
Bitwolf,true,true,true,true,1984.1242,1988.0588,960.3043
Gembucket,true,true,false,false,1740.21,1106.1822,594.3941
Y-find,false,false,true,false,318.7822,496.327,940.6507
Voyatouch,true,false,true,true,667.9397,393.881,894.5858
Voyatouch,true,false,true,true,1798.2155,162.2641,1122.0114
Zathin,true,true,true,true,972.8401,797.7128,1215.2833
Treeflex,false,false,false,false,1179.3982,1873.3063,330.056
Voltsillam,true,true,false,false,1964.865,644.6564,1392.3606
Fixflex,true,true,false,false,1627.4247,488.2633,94.9457
Veribet,true,true,false,true,1383.8739,1904.8375,1554.5632
Zaam-Dox,true,true,false,false,1081.5391,486.9203,1739.5786
Job,false,false,false,false,1771.7419,830.2462,1285.2848
Zamit,false,false,true,true,1135.88,890.0556,1226.3416
Prodder,true,false,true,true,947.3431,1296.874,697.1069
Bigtax,true,false,true,true,1595.6295,249.8743,888.5174
Mat Lam Tam,true,true,false,false,1036.1787,963.42,933.2876
Zontrax,false,true,true,false,1018.5798,1027.2392,1041.1745
Tampflex,false,true,true,false,1098.4553,981.852,681.7427
Daltfresh,false,true,true,false,777.3789,1570.3777,1715.8432
Ronstring,false,true,false,false,1782.2149,1825.5031,130.9013
Asoka,false,false,false,true,430.5931,422.8047,478.9303
Sub-Ex,false,true,true,false,1660.3163,1162.3653,1327.7755
It,false,false,true,false,983.891,1059.36,1921.9646
Zathin,false,false,true,false,1403.7511,1033.4195,102.1006
Cardify,true,false,false,true,1912.9708,1812.698,203.676
Voyatouch,false,false,true,true,1138.852,403.2814,230.4581
Veribet,false,false,true,true,729.8512,1837.7922,894.0939
Domainer,true,true,true,true,133.9468,1148.1257,1569.3642
Domainer,true,false,true,false,787.6635,697.3934,229.4106
Span,true,false,true,true,1148.9912,227.4398,323.2529
Asoka,false,true,true,false,372.6585,1904.7963,1077.4924
Rank,false,false,false,false,712.5145,1452.9524,880.878
Tampflex,false,false,false,true,820.3067,556.6635,776.6872
Stim,false,false,false,false,205.712,321.4885,1266.0963
Lotlux,false,false,true,false,156.6068,789.8803,1110.631
Temp,true,true,true,true,1316.4842,432.7804,1550.4817
Zontrax,false,true,true,false,270.6483,396.0895,450.9569
Flexidy,false,true,false,false,852.694,153.9612,1674.0814
Alphazap,false,false,false,true,1751.1182,1651.627,339.4553
Wrapsafe,true,true,false,true,492.9874,886.8602,1330.1329
Zamit,false,false,false,true,1273.2866,1502.4376,342.6961
Alpha,true,false,true,false,1955.6574,36.8318,1291.6251
Zaam-Dox,false,true,true,true,1240.8081,1764.3578,805.1611
Y-find,false,false,true,true,316.8909,953.6527,1280.727
Tresom,true,true,false,true,534.6351,1391.369,78.1541
Alpha,false,false,true,true,1774.9073,1657.2236,1646.8651
Tempsoft,false,true,true,false,1162.3216,1392.2251,1835.3671
Voyatouch,true,false,true,false,984.7755,327.6661,1730.027
Gembucket,true,true,true,false,1485.8305,1252.8742,159.8857
Opela,false,false,true,true,130.6085,1802.1429,282.07
Bytecard,false,true,true,true,257.9918,44.41,637.976
Zontrax,true,false,false,true,1166.6222,153.5307,1168.6765
Flexidy,false,true,false,true,1658.7674,1896.184,1027.079
Gembucket,true,false,true,true,1949.7546,71.7356,1466.3665
Holdlamis,true,false,false,false,37.7007,1771.1951,1313.5194
Kanlam,false,false,true,false,1180.7771,899.5297,1373.9047
Cardify,false,false,true,false,1441.8451,1754.4589,1007.9051
Alpha,true,false,false,false,1929.0996,672.0713,1115.7168
